region_id,make_model,number_deployed,equipment_type
712,DS850 (ES&S),1,Scanner
713,ExpressVote (ES&S),17,Ballot Marking Device
713,DS200 (ES&S),17,Scanner
713,DS450 (ES&S),1,Scanner
714,ExpressVote (ES&S),12,Ballot Marking Device
714,DS300 (ES&S),7,Scanner
715,ExpressVote (ES&S),6,Ballot Marking Device
715,DS300 (ES&S),1,Scanner
716,ExpressVote (ES&S),5,Ballot Marking Device
716,DS450 (ES&S),1,Scanner
717,ExpressVote (ES&S),21,Ballot Marking Device
717,DS200 (ES&S),23,Scanner
717,DS300 (ES&S),0,Scanner
718,ExpressVote (ES&S),11,Ballot Marking Device
718,DS200 (ES&S),11,Scanner
719,ExpressVote (ES&S),15,Ballot Marking Device
719,DS850 (ES&S),1,Scanner
720,ExpressVote (ES&S),4,Ballot Marking Device
720,DS200 (ES&S),6,Scanner
721,ExpressVote (ES&S),14,Ballot Marking Device
721,DS200 (ES&S),7,Scanner
722,ExpressVote (ES&S),9,Ballot Marking Device
722,DS200 (ES&S),9,Scanner
723,ExpressVote (ES&S),7,Ballot Marking Device
723,DS200 (ES&S),7,Scanner
724,ExpressVote (ES&S),10,Ballot Marking Device
724,DS200 (ES&S),10,Scanner
725,ExpressVote (ES&S),4,Ballot Marking Device
725,DS300 (ES&S),1,Scanner
725,DS450 (ES&S),1,Scanner
726,ExpressVote (ES&S),21,Ballot Marking Device
726,DS200 (ES&S),3,Scanner
726,DS850 (ES&S),1,Scanner
727,ExpressVote (ES&S),4,Ballot Marking Device
727,DS450 (ES&S),1,Scanner
728,ExpressVote (ES&S),6,Ballot Marking Device
728,DS200 (ES&S),7,Scanner
729,Other: EXPRESSVOTES AND AUTOMARKS,33,Ballot Marking Device
729,DS200 (ES&S),42,Scanner
730,ExpressVote (ES&S),8,Ballot Marking Device
730,DS200 (ES&S),16,Scanner
731,OpenElect FVT (Unisyn),18,Ballot Marking Device
731,OpenElect Voting Optical Scan/OVO (Unisyn),19,Scanner
732,OpenElect FVT (Unisyn),40,Ballot Marking Device
733,ExpressVote (ES&S),17,Ballot Marking Device
733,DS200 (ES&S),18,Scanner
734,OpenElect FVT (Unisyn),44,Ballot Marking Device
734,OpenElect Voting Optical Scan/OVO (Unisyn),37,Scanner
735,ExpressVote (ES&S),6,Ballot Marking Device
735,DS200 (ES&S),7,Scanner
736,OpenElect FVT (Unisyn),13,Ballot Marking Device
736,OpenElect Voting Optical Scan/OVO (Unisyn),16,Scanner
737,Verity Touch Writer (Hart),2,Ballot Marking Device
737,Other: HART-VERITY SCANNER,12,DRE with VVPAT
737,Verity Scan (Hart),12,Scanner
738,ExpressVote (ES&S),86,Ballot Marking Device
739,OpenElect FVT (Unisyn),31,Ballot Marking Device
739,Other: UNISYN ACCUVOTE,31,Scanner
740,OpenElect OVI (Unisyn),18,Ballot Marking Device
740,OpenElect Voting Optical Scan/OVO (Unisyn),18,Scanner
741,OpenElect FVT (Unisyn),21,Ballot Marking Device
742,ExpressVote (ES&S),27,Ballot Marking Device
742,DS200 (ES&S),27,Scanner
743,OpenElect FVT (Unisyn),32,Ballot Marking Device
743,OpenElect Voting Optical Scan/OVO (Unisyn),32,Scanner
744,ImageCast X/ICX BMD (Dominion),3800,Ballot Marking Device
744,ImageCast Precint2/ICP2,1500,Scanner
745,OpenElect FVT (Unisyn),21,Ballot Marking Device
745,OpenElect Voting Optical Scan/OVO (Unisyn),21,Scanner
746,Verity Touch Writer (Hart),11,Ballot Marking Device
746,Verity Scan (Hart),14,Scanner
747,ExpressVote (ES&S),50,Ballot Marking Device
747,DS200 (ES&S),41,Scanner
748,OpenElect FVT (Unisyn),17,Ballot Marking Device
748,OpenElect Voting Optical Scan/OVO (Unisyn),0,Scanner
749,OpenElect FVT (Unisyn),118,Ballot Marking Device
749,OpenElect Voting Optical Scan/OVO (Unisyn),20,Scanner
750,Verity Touch Writer (Hart),275,Ballot Marking Device
750,Verity Scan (Hart),275,Scanner
751,OpenElect FVT (Unisyn),11,Ballot Marking Device
751,OpenElect Voting Optical Scan/OVO (Unisyn),12,Scanner
752,AutoMARK (ES&S),7,Ballot Marking Device
752,DS200 (ES&S),8,Scanner
753,ExpressVote (ES&S),25,Ballot Marking Device
753,DS200 (ES&S),29,Scanner
754,ExpressVote (ES&S),98,Ballot Marking Device
754,DS200 (ES&S),24,Scanner
755,OpenElect FVT (Unisyn),13,Ballot Marking Device
755,OpenElect Voting Optical Scan/OVO (Unisyn),13,Scanner
756,ExpressVote (ES&S),20,Ballot Marking Device
756,DS200 (ES&S),38,Scanner
757,Other: HART VERACITY,35,Ballot Marking Device
757,Other: HART VERACITY,36,Scanner
758,ExpressVote (ES&S),11,Ballot Marking Device
758,DS200 (ES&S),12,Scanner
759,Verity Touch Writer (Hart),26,Ballot Marking Device
759,Verity Scan (Hart),19,Scanner
760,Verity Touch Writer (Hart),22,Ballot Marking Device
760,Verity Scan (Hart),28,Scanner
761,ExpressVote (ES&S),17,Ballot Marking Device
761,DS200 (ES&S),19,Scanner
762,ExpressVote (ES&S),38,Ballot Marking Device
762,DS200 (ES&S),26,Scanner
762,DS450 (ES&S),0,Scanner
763,ExpressVote (ES&S),29,Ballot Marking Device
763,DS200 (ES&S),33,Scanner
764,OpenElect FVT (Unisyn),7,Ballot Marking Device
764,OpenElect Voting Optical Scan/OVO (Unisyn),7,Scanner
765,ExpressVote (ES&S),13,Ballot Marking Device
765,DS200 (ES&S),15,Scanner
766,ExpressVote (ES&S),41,Ballot Marking Device
766,DS200 (ES&S),43,Scanner
767,Verity Touch Writer (Hart),33,Ballot Marking Device
767,Verity Scan (Hart),39,Scanner
768,Verity Touch Writer (Hart),51,Ballot Marking Device
768,Verity Scan (Hart),51,Scanner
769,Verity Touch Writer (Hart),13,Ballot Marking Device
769,Verity Scan (Hart),16,Scanner
770,ExpressVote (ES&S),34,Ballot Marking Device
770,DS200 (ES&S),37,Scanner
771,ExpressVote (ES&S),15,Ballot Marking Device
771,DS200 (ES&S),17,Scanner
772,ExpressVote (ES&S),20,Ballot Marking Device
772,DS200 (ES&S),22,Scanner
773,Verity Touch Writer (Hart),14,Ballot Marking Device
773,Verity Scan (Hart),14,Scanner
774,Other: HART INTERCIVIC VERITY 2.7,1275,Ballot Marking Device
774,Verity Scan (Hart),1275,Scanner
775,Other: UNISYN FREEDOM VOTE TABLET,66,Ballot Marking Device
775,OpenElect Voting Optical Scan/OVO (Unisyn),64,Scanner
776,AutoMARK (ES&S),41,Ballot Marking Device
776,DS200 (ES&S),49,Scanner
777,Other: DIEBOLD TSX,33,DRE with VVPAT
778,ExpressVote (ES&S),117,Ballot Marking Device
778,DS200 (ES&S),182,Scanner
779,OpenElect FVT (Unisyn),82,Ballot Marking Device
780,AutoMARK (ES&S),16,Ballot Marking Device
780,M100 (ES&S),23,Scanner
781,OpenElect FVT (Unisyn),20,Ballot Marking Device
781,OpenElect Voting Optical Scan/OVO (Unisyn),19,Scanner
782,OpenElect FVT (Unisyn),43,Ballot Marking Device
782,OpenElect Voting Optical Scan/OVO (Unisyn),42,Scanner
783,OpenElect FVT (Unisyn),18,Ballot Marking Device
783,OpenElect Voting Optical Scan/OVO (Unisyn),20,Scanner
784,Verity Touch Writer (Hart),18,Ballot Marking Device
784,Verity Scan (Hart),19,Scanner
785,ExpressVote (ES&S),288,Ballot Marking Device
785,DS200 (ES&S),138,Scanner
785,DS450 (ES&S),1,Scanner
785,DS850 (ES&S),1,Scanner
786,ExpressVote (ES&S),226,Ballot Marking Device
786,DS200 (ES&S),53,Scanner
787,OpenElect FVT (Unisyn),30,Ballot Marking Device
787,OpenElect Voting Optical Scan/OVO (Unisyn),40,Scanner
788,OpenElect FVT (Unisyn),42,Ballot Marking Device
788,OpenElect Voting Optical Scan/OVO (Unisyn),45,Scanner
789,ExpressVote (ES&S),201,Ballot Marking Device
789,DS200 (ES&S),210,Scanner
790,ExpressVote (ES&S),52,Ballot Marking Device
790,DS200 (ES&S),35,Scanner
791,AutoMARK (ES&S),22,Ballot Marking Device
792,OpenElect FVT (Unisyn),13,Ballot Marking Device
792,OpenElect Voting Optical Scan/OVO (Unisyn),14,Scanner
793,Verity Touch Writer (Hart),18,Ballot Marking Device
793,Verity Scan (Hart),19,Scanner
794,AutoMARK (ES&S),7,Ballot Marking Device
794,M100 (ES&S),10,Scanner
795,OpenElect OVI (Unisyn),11,Ballot Marking Device
795,OpenElect Voting Optical Scan/OVO (Unisyn),12,Scanner
796,ExpressVote (ES&S),12,Ballot Marking Device
796,DS200 (ES&S),16,Scanner
797,Other: UNISYN FREEDOM VOTE TABLET,27,Ballot Marking Device
797,OpenElect Voting Optical Scan/OVO (Unisyn),26,Scanner
798,Verity Touch Writer (Hart),32,Ballot Marking Device
798,Verity Scan (Hart),17,Scanner
799,OpenElect FVT (Unisyn),20,Ballot Marking Device
799,OpenElect Voting Optical Scan/OVO (Unisyn),12,Scanner
800,ImageCast X/ICX BMD (Dominion),1485,Ballot Marking Device
800,ImageCast Precinct/ICP (Dominion),1408,Scanner
801,OpenElect FVT (Unisyn),41,Ballot Marking Device
802,Verity Touch Writer (Hart),60,Ballot Marking Device
802,Verity Scan (Hart),73,Scanner
803,Verity Touch Writer (Hart),21,Ballot Marking Device
803,Verity Scan (Hart),21,Scanner
804,OpenElect FVT (Unisyn),17,Ballot Marking Device
805,ExpressVote (ES&S),25,Ballot Marking Device
805,DS200 (ES&S),26,Scanner
806,AccuVote-TSX (Premier),1,DRE with VVPAT
806,AccuVote-OS (Premier),7,Scanner
807,ExpressVote (ES&S),9,Ballot Marking Device
807,DS200 (ES&S),10,Scanner
808,OpenElect FVT (Unisyn),10,Ballot Marking Device
809,ExpressVote (ES&S),26,Ballot Marking Device
809,ExpressVote Tabulator (ES&S),25,Scanner
810,Verity Touch Writer (Hart),13,Ballot Marking Device
810,Verity Scan (Hart),13,Scanner
811,Other: DIEBOLD TOUCHSCREEN,55,Ballot Marking Device
811,Other: DIEBOLD OPTICAL SCAN,44,Scanner
812,ExpressVote (ES&S),163,Ballot Marking Device
812,DS200 (ES&S),113,Scanner
812,DS450 (ES&S),1,Scanner
813,Other: GBS TSX,17,Ballot Marking Device
813,Other: GBS OS,17,Scanner
814,ExpressVote (ES&S),81,Ballot Marking Device
814,DS200 (ES&S),99,Scanner
815,Verity Touch Writer (Hart),16,Ballot Marking Device
815,Verity Scan (Hart),16,Scanner
816,Verity Touch Writer (Hart),8,Ballot Marking Device
816,Verity Scan (Hart),8,Scanner
817,OpenElect FVT (Unisyn),30,Ballot Marking Device
817,OpenElect Voting Optical Scan/OVO (Unisyn),37,Scanner
818,Other: DS200 ES&S,7,Ballot Marking Device
818,ExpressVote Tabulator (ES&S),6,Scanner
819,OpenElect FVT (Unisyn),27,Ballot Marking Device
819,OpenElect Voting Optical Scan/OVO (Unisyn),27,Scanner
820,OpenElect FVT (Unisyn),56,Ballot Marking Device
820,OpenElect Voting Optical Scan/OVO (Unisyn),63,Scanner
821,ExpressVote (ES&S),20,Ballot Marking Device
821,DS200 (ES&S),16,Scanner
822,OpenElect FVT (Unisyn),34,Ballot Marking Device
822,OpenElect Voting Optical Scan/OVO (Unisyn),32,Scanner
823,AutoMARK (ES&S),10,Ballot Marking Device
823,DS200 (ES&S),13,Scanner
824,ExpressVote (ES&S),11,Ballot Marking Device
824,DS200 (ES&S),12,Scanner
825,Verity Touch Writer (Hart),19,Ballot Marking Device
825,Verity Scan (Hart),17,Scanner
826,Verity Touch Writer (Hart),20,Ballot Marking Device
826,Verity Scan (Hart),21,Scanner
827,ExpressVote (ES&S),17,Ballot Marking Device
827,DS200 (ES&S),18,Scanner
828,Verity Touch Writer (Hart),14,Ballot Marking Device
828,Verity Scan (Hart),15,Scanner
829,OpenElect FVT (Unisyn),42,Ballot Marking Device
829,OpenElect Voting Optical Scan/OVO (Unisyn),36,Scanner
830,Verity Touch Writer (Hart),337,Ballot Marking Device
830,Verity Scan (Hart),367,Scanner
831,ExpressVote (ES&S),58,Ballot Marking Device
831,DS200 (ES&S),46,Scanner
832,ExpressVote (ES&S),52,Ballot Marking Device
832,DS200 (ES&S),49,Scanner
832,DS450 (ES&S),1,Scanner
833,ExpressVote (ES&S),39,Ballot Marking Device
833,DS200 (ES&S),40,Scanner
834,ExpressVote (ES&S),14,Ballot Marking Device
834,DS200 (ES&S),16,Scanner
835,AutoMARK (ES&S),10,Ballot Marking Device
835,M100 (ES&S),16,Scanner
836,ExpressVote (ES&S),39,Ballot Marking Device
837,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,74,DRE with VVPAT
837,Chatsworth ACP (MicroVotes),1,Scanner
838,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,715,DRE with VVPAT
838,Chatsworth ACP (MicroVotes),4,Scanner
839,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,137,DRE with VVPAT
839,Chatsworth ACP (MicroVotes),1,Scanner
840,Other: VERITY VOTING 2.5,37,DRE with VVPAT
840,Verity Scan (Hart),41,Scanner
841,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,25,DRE with VVPAT
841,Chatsworth ACP (MicroVotes),1,Scanner
842,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,108,DRE with VVPAT
842,Chatsworth ACP (MicroVotes),1,Scanner
843,OpenElect FVT (Unisyn),11,Ballot Marking Device
843,OpenElect Voting Optical Scan/OVO (Unisyn),11,Scanner
844,ExpressVote (ES&S),40,Ballot Marking Device
844,DS200 (ES&S),8,Scanner
845,Other: HART INTERCIVIC 2.5,60,Scanner
846,AutoMARK (ES&S),50,Ballot Marking Device
846,DS200 (ES&S),45,Scanner
847,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,72,DRE with VVPAT
847,Chatsworth ACP (MicroVotes),1,Scanner
848,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,65,DRE with VVPAT
848,Chatsworth ACP (MicroVotes),1,Scanner
849,AutoMARK (ES&S),12,Ballot Marking Device
849,M100 (ES&S),20,Scanner
850,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,62,DRE with VVPAT
850,Chatsworth ACP (MicroVotes),1,Scanner
851,ExpressVote (ES&S),155,Ballot Marking Device
851,DS200 (ES&S),14,Scanner
852,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,63,DRE with VVPAT
852,Chatsworth ACP (MicroVotes),1,Scanner
853,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,84,DRE with VVPAT
853,Chatsworth ACP (MicroVotes),1,Scanner
854,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,239,DRE with VVPAT
854,Chatsworth ACP (MicroVotes),1,Scanner
855,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,96,DRE with VVPAT
855,Chatsworth ACP (MicroVotes),1,Scanner
856,ExpressVote (ES&S),315,Ballot Marking Device
856,DS200 (ES&S),36,Scanner
857,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,50,DRE with VVPAT
857,Chatsworth ACP (MicroVotes),1,Scanner
858,OpenElect FVT (Unisyn),130,Ballot Marking Device
858,OpenElect Freedom Vote Scan (Unisyn),16,Scanner
859,Other: HART INTERCIVIC 2.5,50,Ballot Marking Device
859,Other: HART INTERCIVIC,10,Scanner
860,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,43,DRE with VVPAT
860,Chatsworth ACP (MicroVotes),1,Scanner
861,Other: VERITY DUO,43,DRE with VVPAT
861,Verity Scan (Hart),9,Scanner
862,Other: HART INTERCIVIC VERITY 2.5,17,Ballot Marking Device
862,Other: HART INTERCIVIC VERITY 2.5,25,Scanner
863,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,105,DRE with VVPAT
863,Chatsworth ACP (MicroVotes),1,Scanner
864,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,64,DRE with VVPAT
864,Chatsworth ACP (MicroVotes),1,Scanner
865,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,693,DRE with VVPAT
865,Chatsworth ACP (MicroVotes),1,Scanner
866,ExpressVote (ES&S),13,Ballot Marking Device
866,DS200 (ES&S),14,Scanner
867,Other: HART VERITY 2.5,13,Ballot Marking Device
867,Other: HART VERITY 2.5,49,Scanner
868,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,280,DRE with VVPAT
868,Chatsworth ACP (MicroVotes),2,Scanner
869,ExpressVote (ES&S),190,Ballot Marking Device
869,DS200 (ES&S),15,Scanner
870,ExpressVote (ES&S),20,Ballot Marking Device
870,DS200 (ES&S),17,Scanner
871,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,73,DRE with VVPAT
871,Chatsworth ACP (MicroVotes),2,Scanner
872,OpenElect FVT (Unisyn),59,Ballot Marking Device
872,OpenElect Voting Optical Scan/OVO (Unisyn),21,Scanner
873,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,94,DRE with VVPAT
873,Chatsworth ACP (MicroVotes),1,Scanner
874,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,50,DRE with VVPAT
874,Chatsworth ACP (MicroVotes),1,Scanner
875,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,100,DRE with VVPAT
875,Chatsworth ACP (MicroVotes),1,Scanner
876,ExpressVote (ES&S),20,Ballot Marking Device
876,DS200 (ES&S),32,Scanner
877,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,320,DRE with VVPAT
877,Chatsworth ACP (MicroVotes),2,Scanner
878,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,81,DRE with VVPAT
878,Chatsworth ACP (MicroVotes),1,Scanner
879,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,220,DRE with VVPAT
879,Chatsworth ACP (MicroVotes),1,Scanner
880,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,57,DRE with VVPAT
880,Chatsworth ACP (MicroVotes),1,Scanner
881,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,1304,DRE with VVPAT
881,Chatsworth ACP (MicroVotes),4,Scanner
882,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,325,DRE with VVPAT
882,Chatsworth ACP (MicroVotes),2,Scanner
883,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,105,DRE with VVPAT
883,Chatsworth ACP (MicroVotes),1,Scanner
884,ExpressVote (ES&S),320,Ballot Marking Device
884,DS200 (ES&S),60,Scanner
885,ExpressVote (ES&S),2008,Ballot Marking Device
885,DS200 (ES&S),382,Scanner
886,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,94,DRE with VVPAT
886,Chatsworth ACP (MicroVotes),1,Scanner
887,ExpressVote (ES&S),8,Ballot Marking Device
887,DS200 (ES&S),7,Scanner
888,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,70,DRE with VVPAT
888,Chatsworth ACP (MicroVotes),1,Scanner
889,Verity Touch Writer (Hart),29,Ballot Marking Device
889,Other: HART VERITY 2.5,49,Scanner
890,OpenElect FVT (Unisyn),80,Ballot Marking Device
890,OpenElect Freedom Vote Scan (Unisyn),6,Scanner
891,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,106,DRE with VVPAT
891,Chatsworth ACP (MicroVotes),1,Scanner
892,Verity Touch Writer (Hart),8,Ballot Marking Device
892,Verity Scan (Hart),15,Scanner
893,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,80,DRE with VVPAT
893,Chatsworth ACP (MicroVotes),1,Scanner
894,Verity Touch Writer (Hart),3,Ballot Marking Device
894,Other: VERITY SCAN,3,DRE with VVPAT
894,Verity Scan (Hart),2,Scanner
895,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,66,DRE with VVPAT
895,Chatsworth ACP (MicroVotes),1,Scanner
896,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,41,DRE with VVPAT
896,Chatsworth ACP (MicroVotes),1,Scanner
897,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,36,DRE with VVPAT
897,Chatsworth ACP (MicroVotes),1,Scanner
898,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,55,DRE with VVPAT
898,Chatsworth ACP (MicroVotes),1,Scanner
899,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,47,DRE with VVPAT
899,Chatsworth ACP (MicroVotes),1,Scanner
900,ExpressVote (ES&S),303,Ballot Marking Device
900,DS200 (ES&S),140,Scanner
901,OpenElect FVT (Unisyn),110,Ballot Marking Device
901,OpenElect Voting Optical Scan/OVO (Unisyn),10,Scanner
902,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,40,DRE with VVPAT
902,Chatsworth ACP (MicroVotes),1,Scanner
903,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,94,DRE with VVPAT
903,Chatsworth ACP (MicroVotes),1,Scanner
904,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,46,DRE with VVPAT
904,Chatsworth ACP (MicroVotes),1,Scanner
905,Other: HART INTERCIVIC,150,Ballot Marking Device
905,Other: HART INTERCIVIC,18,Scanner
906,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,60,DRE with VVPAT
906,Chatsworth ACP (MicroVotes),1,Scanner
907,OpenElect FVT (Unisyn),660,Ballot Marking Device
907,OpenElect Voting Optical Scan/OVO (Unisyn),84,Scanner
908,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,65,DRE with VVPAT
908,Chatsworth ACP (MicroVotes),1,Scanner
909,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,81,DRE with VVPAT
909,Chatsworth ACP (MicroVotes),1,Scanner
910,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,60,DRE with VVPAT
910,Chatsworth ACP (MicroVotes),1,Scanner
911,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,46,DRE with VVPAT
911,Chatsworth ACP (MicroVotes),1,Scanner
912,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,80,DRE with VVPAT
912,Chatsworth ACP (MicroVotes),1,Scanner
913,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,55,DRE with VVPAT
913,Chatsworth ACP (MicroVotes),1,Scanner
914,Verity Scan (Hart),4,Scanner
915,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,275,DRE with VVPAT
915,Chatsworth ACP (MicroVotes),1,Scanner
916,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,34,DRE with VVPAT
916,Chatsworth ACP (MicroVotes),1,Scanner
917,ExpressVote (ES&S),7,Ballot Marking Device
917,DS200 (ES&S),4,Scanner
918,OpenElect FVT (Unisyn),300,Ballot Marking Device
918,OpenElect Voting Optical Scan/OVO (Unisyn),26,Scanner
919,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,50,DRE with VVPAT
919,Chatsworth ACP (MicroVotes),1,Scanner
920,OpenElect FVT (Unisyn),157,Ballot Marking Device
920,OpenElect Freedom Vote Scan (Unisyn),21,Scanner
921,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,64,DRE with VVPAT
921,Chatsworth ACP (MicroVotes),1,Scanner
922,Verity Scan (Hart),7,Scanner
923,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,200,DRE with VVPAT
923,Chatsworth ACP (MicroVotes),1,Scanner
924,Verity Touch Writer (Hart),11,Ballot Marking Device
924,Verity Scan (Hart),16,Scanner
925,Verity Touch Writer (Hart),17,Ballot Marking Device
925,Verity Scan (Hart),14,Scanner
926,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,72,DRE with VVPAT
926,Chatsworth ACP (MicroVotes),1,Scanner
927,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,48,DRE with VVPAT
927,Chatsworth ACP (MicroVotes),1,Scanner
928,Other: MICROVOTE EMS 4.41 VOTING SYSTEM,102,DRE with VVPAT
928,Chatsworth ACP (MicroVotes),1,Scanner
1133,Verity Touch Writer (Hart),14,Ballot Marking Device
1133,Verity Scan (Hart),20,Scanner
1134,Verity Touch Writer (Hart),7,Ballot Marking Device
1134,Verity Scan (Hart),9,Scanner
1135,Other: VERITY DUO,5,Ballot Marking Device
1135,Verity Scan (Hart),28,Scanner
1136,Verity Touch Writer (Hart),5,Ballot Marking Device
1136,Verity Scan (Hart),9,Scanner
1137,Verity Touch Writer (Hart),9,Ballot Marking Device
1137,Verity Scan (Hart),18,Scanner
1138,Verity Touch Writer (Hart),6,Ballot Marking Device
1138,Verity Scan (Hart),19,Scanner
1139,Other: DUO STANDALONE,34,Ballot Marking Device
1139,Verity Scan (Hart),39,Scanner
1140,Other: HART-VERITY DUO,47,Ballot Marking Device
1140,Verity Scan (Hart),55,Scanner
1141,Other: VERITY DUO,6,Ballot Marking Device
1141,Verity Scan (Hart),10,Scanner
1142,Verity Touch Writer (Hart),13,Ballot Marking Device
1142,Verity Scan (Hart),33,Scanner
1143,Other: VERITY DUO,10,Ballot Marking Device
1143,Verity Scan (Hart),19,Scanner
1144,Verity Touch Writer (Hart),7,Ballot Marking Device
1144,Verity Scan (Hart),10,Scanner
1145,ExpressVote (ES&S),32,Ballot Marking Device
1145,DS200 (ES&S),12,Scanner
1146,Verity Touch Writer (Hart),8,Ballot Marking Device
1146,Verity Scan (Hart),10,Scanner
1147,Other: VERITY DUO,11,Ballot Marking Device
1147,Verity Scan (Hart),44,Scanner
1148,Verity Touch Writer (Hart),8,Ballot Marking Device
1148,Verity Scan (Hart),16,Scanner
1149,Verity Touch Writer (Hart),4,Ballot Marking Device
1149,eScan (Hart),5,Scanner
1150,Verity Touch Writer (Hart),10,Ballot Marking Device
1150,Verity Scan (Hart),20,Scanner
1151,Verity Touch Writer (Hart),39,Ballot Marking Device
1151,Verity Scan (Hart),52,Scanner
1152,Verity Touch Writer (Hart),5,Ballot Marking Device
1152,Verity Scan (Hart),5,Scanner
1153,Verity Touch Writer (Hart),5,Ballot Marking Device
1153,Verity Scan (Hart),10,Scanner
1154,Other: VERITY DUO,15,Ballot Marking Device
1154,Verity Scan (Hart),26,Scanner
1155,Other: VERITY DUO,5,Ballot Marking Device
1155,Verity Scan (Hart),6,Scanner
1156,Verity Touch Writer (Hart),14,Ballot Marking Device
1156,Verity Scan (Hart),45,Scanner
1157,Other: VERITY DUO,23,Ballot Marking Device
1157,Verity Scan (Hart),22,Scanner
1158,ExpressVote (ES&S),43,Ballot Marking Device
1158,DS200 (ES&S),23,Scanner
1159,ExpressVote (ES&S),16,Ballot Marking Device
1159,DS200 (ES&S),8,Scanner
1160,Other: VERITY DUO,8,Ballot Marking Device
1160,Verity Scan (Hart),11,Scanner
1161,Other: VERITY DUO,5,Ballot Marking Device
1161,Verity Scan (Hart),10,Scanner
1162,Verity Touch Writer (Hart),18,Ballot Marking Device
1162,Verity Scan (Hart),63,Scanner
1163,Verity Touch Writer (Hart),13,Ballot Marking Device
1163,Verity Scan (Hart),12,Scanner
1164,ExpressVote (ES&S),8,Ballot Marking Device
1164,DS200 (ES&S),10,Scanner
1165,Verity Touch Writer (Hart),10,Ballot Marking Device
1165,Verity Scan (Hart),10,Scanner
1166,Verity Touch Writer (Hart),136,Ballot Marking Device
1166,Verity Scan (Hart),170,Scanner
1167,Other: HARP VERITY,12,Ballot Marking Device
1167,Verity Scan (Hart),16,Scanner
1168,ExpressVote (ES&S),84,Ballot Marking Device
1168,DS200 (ES&S),59,Scanner
1169,Verity Touch Writer (Hart),23,Ballot Marking Device
1169,Verity Scan (Hart),40,Scanner
1170,Verity Touch Writer (Hart),3,Ballot Marking Device
1170,Verity Scan (Hart),6,Scanner
1171,Other: VERITY DUO,6,Ballot Marking Device
1171,Verity Scan (Hart),5,Scanner
1172,Verity Touch Writer (Hart),12,Ballot Marking Device
1172,Verity Scan (Hart),15,Scanner
1173,Verity Touch Writer (Hart),6,Ballot Marking Device
1173,Verity Scan (Hart),16,Scanner
1174,Other: VERITY DUO,14,Ballot Marking Device
1174,Verity Scan (Hart),44,Scanner
