region_id,Manufacturer,Model Name,quantity,Equipment Type,Age,OS,Certification Level,Scanning Rate,Error Rate,Reliability
518,ES&S,ExpressVote,14,BMD,11,,VVSG 1.0 (2005),,,
518,ES&S,DS200,17,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
518,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
519,ES&S,ExpressVote,21,BMD,11,,VVSG 1.0 (2005),,,
519,ES&S,DS200,27,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
519,ES&S,DS450,2,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
520,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
520,ES&S,DS200,12,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
521,Dominion,ImageCast X/ICX BMD,49,,-1,,,,,
521,Dominion,ImageCast Central/ICC,1,,-1,,,,,
521,Dominion,ImageCast Precinct/ICP,9,,-1,,,,,
522,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
522,Dominion,ImageCast Central/ICC,0,,-1,,,,,
522,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
523,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
523,Dominion,ImageCast Central/ICC,0,,-1,,,,,
523,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
524,Dominion,ImageCast X/ICX BMD,12,,-1,,,,,
524,Dominion,ImageCast Central/ICC,1,,-1,,,,,
524,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
525,Dominion,ImageCast X/ICX BMD,94,,-1,,,,,
525,Dominion,ImageCast Central/ICC,1,,-1,,,,,
525,Dominion,ImageCast Precinct/ICP,16,,-1,,,,,
526,Dominion,ImageCast X/ICX BMD,50,,-1,,,,,
526,Dominion,ImageCast Central/ICC,1,,-1,,,,,
526,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
527,Dominion,ImageCast X/ICX BMD,152,,-1,,,,,
527,Dominion,ImageCast Central/ICC,1,,-1,,,,,
527,Dominion,ImageCast Precinct/ICP,20,,-1,,,,,
528,Dominion,ImageCast X/ICX BMD,275,,-1,,,,,
528,Dominion,ImageCast Central/ICC,1,,-1,,,,,
528,Dominion,ImageCast Precinct/ICP,30,,-1,,,,,
529,Dominion,ImageCast X/ICX BMD,48,,-1,,,,,
529,Dominion,ImageCast Central/ICC,1,,-1,,,,,
529,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
530,Dominion,ImageCast X/ICX BMD,43,,-1,,,,,
530,Dominion,ImageCast Central/ICC,1,,-1,,,,,
530,Dominion,ImageCast Precinct/ICP,43,,-1,,,,,
531,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
531,Dominion,ImageCast Central/ICC,0,,-1,,,,,
531,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
532,Dominion,ImageCast X/ICX BMD,24,,-1,,,,,
532,Dominion,ImageCast Central/ICC,1,,-1,,,,,
532,Dominion,ImageCast Precinct/ICP,3,,-1,,,,,
533,Dominion,ImageCast X/ICX BMD,38,,-1,,,,,
533,Dominion,ImageCast Central/ICC,1,,-1,,,,,
533,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
534,Dominion,ImageCast X/ICX BMD,87,,-1,,,,,
534,Dominion,ImageCast Central/ICC,7,,-1,,,,,
534,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
535,Dominion,ImageCast X/ICX BMD,136,,-1,,,,,
535,Dominion,ImageCast Central/ICC,1,,-1,,,,,
535,Dominion,ImageCast Precinct/ICP,15,,-1,,,,,
536,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
536,Dominion,ImageCast Central/ICC,0,,-1,,,,,
536,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
537,Dominion,ImageCast X/ICX BMD,63,,-1,,,,,
537,Dominion,ImageCast Central/ICC,1,,-1,,,,,
537,Dominion,ImageCast Precinct/ICP,18,,-1,,,,,
538,Dominion,ImageCast X/ICX BMD,30,,-1,,,,,
538,Dominion,ImageCast Central/ICC,1,,-1,,,,,
538,Dominion,ImageCast Precinct/ICP,2,,-1,,,,,
539,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
539,Dominion,ImageCast Central/ICC,0,,-1,,,,,
539,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
540,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
540,Dominion,ImageCast Central/ICC,0,,-1,,,,,
540,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
541,Dominion,ImageCast X/ICX BMD,27,,-1,,,,,
541,Dominion,ImageCast Central/ICC,1,,-1,,,,,
541,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
542,Dominion,ImageCast X/ICX BMD,336,,-1,,,,,
542,Dominion,ImageCast Central/ICC,1,,-1,,,,,
542,Dominion,ImageCast Precinct/ICP,47,,-1,,,,,
543,Dominion,ImageCast X/ICX BMD,192,,-1,,,,,
543,Dominion,ImageCast Central/ICC,1,,-1,,,,,
543,Dominion,ImageCast Precinct/ICP,21,,-1,,,,,
544,Dominion,ImageCast X/ICX BMD,27,,-1,,,,,
544,Dominion,ImageCast Central/ICC,1,,-1,,,,,
544,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
545,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
545,Dominion,ImageCast Central/ICC,0,,-1,,,,,
545,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
546,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
546,Dominion,ImageCast Central/ICC,0,,-1,,,,,
546,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
547,Dominion,ImageCast X/ICX BMD,67,,-1,,,,,
547,Dominion,ImageCast Central/ICC,1,,-1,,,,,
547,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
548,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
548,Dominion,ImageCast Central/ICC,0,,-1,,,,,
548,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
549,Dominion,ImageCast X/ICX BMD,352,,-1,,,,,
549,Dominion,ImageCast Central/ICC,3,,-1,,,,,
549,Dominion,ImageCast Precinct/ICP,33,,-1,,,,,
550,Dominion,ImageCast X/ICX BMD,8,,-1,,,,,
550,Dominion,ImageCast Central/ICC,8,,-1,,,,,
550,Dominion,ImageCast Precinct/ICP,1,,-1,,,,,
551,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
551,Dominion,ImageCast Central/ICC,0,,-1,,,,,
551,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
552,Dominion,ImageCast X/ICX BMD,16,,-1,,,,,
552,Dominion,ImageCast Central/ICC,1,,-1,,,,,
552,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
553,Dominion,ImageCast X/ICX BMD,1982,,-1,,,,,
553,Dominion,ImageCast Central/ICC,3,,-1,,,,,
553,Dominion,ImageCast Precinct/ICP,208,,-1,,,,,
554,Dominion,ImageCast X/ICX BMD,107,,-1,,,,,
554,Dominion,ImageCast Central/ICC,2,,-1,,,,,
554,Dominion,ImageCast Precinct/ICP,9,,-1,,,,,
555,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
555,Dominion,ImageCast Central/ICC,0,,-1,,,,,
555,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
556,Dominion,ImageCast X/ICX BMD,572,,-1,,,,,
556,Dominion,ImageCast Central/ICC,3,,-1,,,,,
556,Dominion,ImageCast Precinct/ICP,65,,-1,,,,,
557,Dominion,ImageCast X/ICX BMD,48,,-1,,,,,
557,Dominion,ImageCast Central/ICC,1,,-1,,,,,
557,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
558,Dominion,ImageCast X/ICX BMD,413,,-1,,,,,
558,Dominion,ImageCast Central/ICC,1,,-1,,,,,
558,Dominion,ImageCast Precinct/ICP,52,,-1,,,,,
559,Dominion,ImageCast X/ICX BMD,25,,-1,,,,,
559,Dominion,ImageCast Central/ICC,1,,-1,,,,,
559,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
560,Dominion,ImageCast X/ICX BMD,42,,-1,,,,,
560,Dominion,ImageCast Central/ICC,1,,-1,,,,,
560,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
561,Dominion,ImageCast X/ICX BMD,52,,-1,,,,,
561,Dominion,ImageCast Central/ICC,0,,-1,,,,,
561,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
562,Dominion,ImageCast X/ICX BMD,75,,-1,,,,,
562,Dominion,ImageCast Central/ICC,1,,-1,,,,,
562,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
563,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
563,Dominion,ImageCast Central/ICC,0,,-1,,,,,
563,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
564,Dominion,ImageCast X/ICX BMD,1948,,-1,,,,,
564,Dominion,ImageCast Central/ICC,5,,-1,,,,,
564,Dominion,ImageCast Precinct/ICP,205,,-1,,,,,
565,Dominion,ImageCast X/ICX BMD,60,,-1,,,,,
565,Dominion,ImageCast Central/ICC,1,,-1,,,,,
565,Dominion,ImageCast Precinct/ICP,17,,-1,,,,,
566,Dominion,ImageCast X/ICX BMD,24,,-1,,,,,
566,Dominion,ImageCast Central/ICC,1,,-1,,,,,
566,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
567,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
567,Dominion,ImageCast Central/ICC,0,,-1,,,,,
567,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
568,Dominion,ImageCast X/ICX BMD,343,,-1,,,,,
568,Dominion,ImageCast Central/ICC,1,,-1,,,,,
568,Dominion,ImageCast Precinct/ICP,62,,-1,,,,,
569,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
569,Dominion,ImageCast Central/ICC,0,,-1,,,,,
569,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
570,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
570,Dominion,ImageCast Central/ICC,0,,-1,,,,,
570,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
571,Dominion,ImageCast X/ICX BMD,206,,-1,,,,,
571,Dominion,ImageCast Central/ICC,1,,-1,,,,,
571,Dominion,ImageCast Precinct/ICP,22,,-1,,,,,
572,Dominion,ImageCast X/ICX BMD,60,,-1,,,,,
572,Dominion,ImageCast Central/ICC,1,,-1,,,,,
572,Dominion,ImageCast Precinct/ICP,12,,-1,,,,,
573,Dominion,ImageCast X/ICX BMD,59,,-1,,,,,
573,Dominion,ImageCast Central/ICC,1,,-1,,,,,
573,Dominion,ImageCast Precinct/ICP,13,,-1,,,,,
574,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
574,Dominion,ImageCast Central/ICC,0,,-1,,,,,
574,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
575,Dominion,ImageCast X/ICX BMD,69,,-1,,,,,
575,Dominion,ImageCast Central/ICC,1,,-1,,,,,
575,Dominion,ImageCast Precinct/ICP,14,,-1,,,,,
576,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
576,Dominion,ImageCast Central/ICC,0,,-1,,,,,
576,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
577,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
577,Dominion,ImageCast Central/ICC,0,,-1,,,,,
577,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
578,Dominion,ImageCast X/ICX BMD,450,,-1,,,,,
578,Dominion,ImageCast Central/ICC,2,,-1,,,,,
578,Dominion,ImageCast Precinct/ICP,75,,-1,,,,,
579,Dominion,ImageCast X/ICX BMD,78,,-1,,,,,
579,Dominion,ImageCast Central/ICC,1,,-1,,,,,
579,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
580,Dominion,ImageCast X/ICX BMD,3698,,-1,,,,,
580,Dominion,ImageCast Central/ICC,0,,-1,,,,,
580,Dominion,ImageCast Precinct/ICP,450,,-1,,,,,
581,Dominion,ImageCast X/ICX BMD,79,,-1,,,,,
581,Dominion,ImageCast Central/ICC,1,,-1,,,,,
581,Dominion,ImageCast Precinct/ICP,15,,-1,,,,,
582,Dominion,ImageCast X/ICX BMD,10,,-1,,,,,
582,Dominion,ImageCast Central/ICC,1,,-1,,,,,
582,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
583,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
583,Dominion,ImageCast Central/ICC,0,,-1,,,,,
583,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
584,Dominion,ImageCast X/ICX BMD,131,,-1,,,,,
584,Dominion,ImageCast Central/ICC,1,,-1,,,,,
584,Dominion,ImageCast Precinct/ICP,16,,-1,,,,,
585,Dominion,ImageCast X/ICX BMD,57,,-1,,,,,
585,Dominion,ImageCast Central/ICC,1,,-1,,,,,
585,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
586,Dominion,ImageCast X/ICX BMD,66,,-1,,,,,
586,Dominion,ImageCast Central/ICC,1,,-1,,,,,
586,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
587,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
587,Dominion,ImageCast Central/ICC,0,,-1,,,,,
587,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
588,Dominion,ImageCast X/ICX BMD,123,,-1,,,,,
588,Dominion,ImageCast Central/ICC,1,,-1,,,,,
588,Dominion,ImageCast Precinct/ICP,17,,-1,,,,,
589,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
589,Dominion,ImageCast Central/ICC,0,,-1,,,,,
589,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
590,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
590,Dominion,ImageCast Central/ICC,0,,-1,,,,,
590,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
591,Dominion,ImageCast X/ICX BMD,71,,-1,,,,,
591,Dominion,ImageCast Central/ICC,1,,-1,,,,,
591,Dominion,ImageCast Precinct/ICP,14,,-1,,,,,
592,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
592,Dominion,ImageCast Central/ICC,0,,-1,,,,,
592,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
593,Dominion,ImageCast X/ICX BMD,98,,-1,,,,,
593,Dominion,ImageCast Central/ICC,1,,-1,,,,,
593,Dominion,ImageCast Precinct/ICP,9,,-1,,,,,
594,Dominion,ImageCast X/ICX BMD,39,,-1,,,,,
594,Dominion,ImageCast Central/ICC,1,,-1,,,,,
594,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
595,Dominion,ImageCast X/ICX BMD,516,,-1,,,,,
595,Dominion,ImageCast Central/ICC,2,,-1,,,,,
595,Dominion,ImageCast Precinct/ICP,59,,-1,,,,,
596,Dominion,ImageCast X/ICX BMD,428,,-1,,,,,
596,Dominion,ImageCast Central/ICC,3,,-1,,,,,
596,Dominion,ImageCast Precinct/ICP,37,,-1,,,,,
597,Dominion,ImageCast X/ICX BMD,67,,-1,,,,,
597,Dominion,ImageCast Central/ICC,1,,-1,,,,,
597,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
598,Dominion,ImageCast X/ICX BMD,165,,-1,,,,,
598,Dominion,ImageCast Central/ICC,2,,-1,,,,,
598,Dominion,ImageCast Precinct/ICP,22,,-1,,,,,
599,Dominion,ImageCast X/ICX BMD,47,,-1,,,,,
599,Dominion,ImageCast Central/ICC,1,,-1,,,,,
599,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
600,Dominion,ImageCast X/ICX BMD,37,,-1,,,,,
600,Dominion,ImageCast Central/ICC,1,,-1,,,,,
600,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
601,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
601,Dominion,ImageCast Central/ICC,0,,-1,,,,,
601,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
602,Dominion,ImageCast X/ICX BMD,16,,-1,,,,,
602,Dominion,ImageCast Central/ICC,1,,-1,,,,,
602,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
603,Dominion,ImageCast X/ICX BMD,26,,-1,,,,,
603,Dominion,ImageCast Central/ICC,5,,-1,,,,,
603,Dominion,ImageCast Precinct/ICP,26,,-1,,,,,
604,Dominion,ImageCast X/ICX BMD,58,,-1,,,,,
604,Dominion,ImageCast Central/ICC,1,,-1,,,,,
604,Dominion,ImageCast Precinct/ICP,10,,-1,,,,,
605,Dominion,ImageCast X/ICX BMD,54,,-1,,,,,
605,Dominion,ImageCast Central/ICC,1,,-1,,,,,
605,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
606,Dominion,ImageCast X/ICX BMD,20,,-1,,,,,
606,Dominion,ImageCast Central/ICC,1,,-1,,,,,
606,Dominion,ImageCast Precinct/ICP,2,,-1,,,,,
607,Dominion,ImageCast X/ICX BMD,7,,-1,,,,,
607,Dominion,ImageCast Central/ICC,1,,-1,,,,,
607,Dominion,ImageCast Precinct/ICP,1,,-1,,,,,
608,Dominion,ImageCast X/ICX BMD,93,,-1,,,,,
608,Dominion,ImageCast Central/ICC,1,,-1,,,,,
608,Dominion,ImageCast Precinct/ICP,15,,-1,,,,,
609,Dominion,ImageCast X/ICX BMD,84,,-1,,,,,
609,Dominion,ImageCast Central/ICC,1,,-1,,,,,
609,Dominion,ImageCast Precinct/ICP,12,,-1,,,,,
610,Dominion,ImageCast X/ICX BMD,43,,-1,,,,,
610,Dominion,ImageCast Central/ICC,0,,-1,,,,,
610,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
611,Dominion,ImageCast X/ICX BMD,51,,-1,,,,,
611,Dominion,ImageCast Central/ICC,7,,-1,,,,,
611,Dominion,ImageCast Precinct/ICP,44,,-1,,,,,
612,Dominion,ImageCast X/ICX BMD,370,,-1,,,,,
612,Dominion,ImageCast Central/ICC,2,,-1,,,,,
612,Dominion,ImageCast Precinct/ICP,36,,-1,,,,,
613,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
613,Dominion,ImageCast Central/ICC,0,,-1,,,,,
613,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
614,Dominion,ImageCast X/ICX BMD,81,,-1,,,,,
614,Dominion,ImageCast Central/ICC,1,,-1,,,,,
614,Dominion,ImageCast Precinct/ICP,3,,-1,,,,,
615,Dominion,ImageCast X/ICX BMD,44,,-1,,,,,
615,Dominion,ImageCast Central/ICC,1,,-1,,,,,
615,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
616,Dominion,ImageCast X/ICX BMD,18,,-1,,,,,
616,Dominion,ImageCast Central/ICC,1,,-1,,,,,
616,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
617,Dominion,ImageCast X/ICX BMD,88,,-1,,,,,
617,Dominion,ImageCast Central/ICC,1,,-1,,,,,
617,Dominion,ImageCast Precinct/ICP,18,,-1,,,,,
618,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
618,Dominion,ImageCast Central/ICC,0,,-1,,,,,
618,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
619,Dominion,ImageCast X/ICX BMD,75,,-1,,,,,
619,Dominion,ImageCast Central/ICC,1,,-1,,,,,
619,Dominion,ImageCast Precinct/ICP,16,,-1,,,,,
620,Dominion,ImageCast X/ICX BMD,22,,-1,,,,,
620,Dominion,ImageCast Central/ICC,1,,-1,,,,,
620,Dominion,ImageCast Precinct/ICP,3,,-1,,,,,
621,Dominion,ImageCast X/ICX BMD,45,,-1,,,,,
621,Dominion,ImageCast Central/ICC,1,,-1,,,,,
621,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
622,Dominion,ImageCast X/ICX BMD,73,,-1,,,,,
622,Dominion,ImageCast Central/ICC,1,,-1,,,,,
622,Dominion,ImageCast Precinct/ICP,17,,-1,,,,,
623,Dominion,ImageCast X/ICX BMD,27,,-1,,,,,
623,Dominion,ImageCast Central/ICC,4,,-1,,,,,
623,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
624,Dominion,ImageCast X/ICX BMD,59,,-1,,,,,
624,Dominion,ImageCast Central/ICC,1,,-1,,,,,
624,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
625,Dominion,ImageCast X/ICX BMD,92,,-1,,,,,
625,Dominion,ImageCast Central/ICC,1,,-1,,,,,
625,Dominion,ImageCast Precinct/ICP,10,,-1,,,,,
626,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
626,Dominion,ImageCast Central/ICC,0,,-1,,,,,
626,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
627,Dominion,ImageCast X/ICX BMD,280,,-1,,,,,
627,Dominion,ImageCast Central/ICC,2,,-1,,,,,
627,Dominion,ImageCast Precinct/ICP,33,,-1,,,,,
628,Dominion,ImageCast X/ICX BMD,100,,-1,,,,,
628,Dominion,ImageCast Central/ICC,1,,-1,,,,,
628,Dominion,ImageCast Precinct/ICP,13,,-1,,,,,
629,Dominion,ImageCast X/ICX BMD,60,,-1,,,,,
629,Dominion,ImageCast Central/ICC,1,,-1,,,,,
629,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
630,Dominion,ImageCast X/ICX BMD,375,,-1,,,,,
630,Dominion,ImageCast Central/ICC,1,,-1,,,,,
630,Dominion,ImageCast Precinct/ICP,55,,-1,,,,,
631,Dominion,ImageCast X/ICX BMD,41,,-1,,,,,
631,Dominion,ImageCast Central/ICC,9,,-1,,,,,
631,Dominion,ImageCast Precinct/ICP,9,,-1,,,,,
632,Dominion,ImageCast X/ICX BMD,76,,-1,,,,,
632,Dominion,ImageCast Central/ICC,1,,-1,,,,,
632,Dominion,ImageCast Precinct/ICP,14,,-1,,,,,
633,Dominion,ImageCast X/ICX BMD,34,,-1,,,,,
633,Dominion,ImageCast Central/ICC,1,,-1,,,,,
633,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
634,Dominion,ImageCast X/ICX BMD,63,,-1,,,,,
634,Dominion,ImageCast Central/ICC,1,,-1,,,,,
634,Dominion,ImageCast Precinct/ICP,10,,-1,,,,,
635,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
635,Dominion,ImageCast Central/ICC,0,,-1,,,,,
635,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
636,Dominion,ImageCast X/ICX BMD,16,,-1,,,,,
636,Dominion,ImageCast Central/ICC,1,,-1,,,,,
636,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
637,Dominion,ImageCast X/ICX BMD,77,,-1,,,,,
637,Dominion,ImageCast Central/ICC,1,,-1,,,,,
637,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
638,Dominion,ImageCast X/ICX BMD,10,,-1,,,,,
638,Dominion,ImageCast Central/ICC,1,,-1,,,,,
638,Dominion,ImageCast Precinct/ICP,3,,-1,,,,,
639,Dominion,ImageCast X/ICX BMD,32,,-1,,,,,
639,Dominion,ImageCast Central/ICC,1,,-1,,,,,
639,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
640,Dominion,ImageCast X/ICX BMD,36,,-1,,,,,
640,Dominion,ImageCast Central/ICC,1,,-1,,,,,
640,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
641,Dominion,ImageCast X/ICX BMD,585,,-1,,,,,
641,Dominion,ImageCast Central/ICC,4,,-1,,,,,
641,Dominion,ImageCast Precinct/ICP,58,,-1,,,,,
642,Dominion,ImageCast X/ICX BMD,189,,-1,,,,,
642,Dominion,ImageCast Central/ICC,2,,-1,,,,,
642,Dominion,ImageCast Precinct/ICP,21,,-1,,,,,
643,Dominion,ImageCast X/ICX BMD,6,,-1,,,,,
643,Dominion,ImageCast Central/ICC,1,,-1,,,,,
643,Dominion,ImageCast Precinct/ICP,2,,-1,,,,,
644,Dominion,ImageCast X/ICX BMD,42,,-1,,,,,
644,Dominion,ImageCast Central/ICC,1,,-1,,,,,
644,Dominion,ImageCast Precinct/ICP,8,,-1,,,,,
645,Dominion,ImageCast X/ICX BMD,28,,-1,,,,,
645,Dominion,ImageCast Central/ICC,1,,-1,,,,,
645,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
646,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
646,Dominion,ImageCast Central/ICC,0,,-1,,,,,
646,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
647,Dominion,ImageCast X/ICX BMD,128,,-1,,,,,
647,Dominion,ImageCast Central/ICC,1,,-1,,,,,
647,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
648,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
648,Dominion,ImageCast Central/ICC,0,,-1,,,,,
648,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
649,Dominion,ImageCast X/ICX BMD,50,,-1,,,,,
649,Dominion,ImageCast Central/ICC,1,,-1,,,,,
649,Dominion,ImageCast Precinct/ICP,11,,-1,,,,,
650,Dominion,ImageCast X/ICX BMD,22,,-1,,,,,
650,Dominion,ImageCast Central/ICC,1,,-1,,,,,
650,Dominion,ImageCast Precinct/ICP,12,,-1,,,,,
651,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
651,Dominion,ImageCast Central/ICC,0,,-1,,,,,
651,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
652,Dominion,ImageCast X/ICX BMD,41,,-1,,,,,
652,Dominion,ImageCast Central/ICC,1,,-1,,,,,
652,Dominion,ImageCast Precinct/ICP,10,,-1,,,,,
653,Dominion,ImageCast X/ICX BMD,21,,-1,,,,,
653,Dominion,ImageCast Central/ICC,1,,-1,,,,,
653,Dominion,ImageCast Precinct/ICP,4,,-1,,,,,
654,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
654,Dominion,ImageCast Central/ICC,0,,-1,,,,,
654,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
655,Dominion,ImageCast X/ICX BMD,32,,-1,,,,,
655,Dominion,ImageCast Central/ICC,0,,-1,,,,,
655,Dominion,ImageCast Precinct/ICP,7,,-1,,,,,
656,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
656,Dominion,ImageCast Central/ICC,0,,-1,,,,,
656,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
657,Dominion,ImageCast X/ICX BMD,57,,-1,,,,,
657,Dominion,ImageCast Central/ICC,1,,-1,,,,,
657,Dominion,ImageCast Precinct/ICP,13,,-1,,,,,
658,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
658,Dominion,ImageCast Central/ICC,0,,-1,,,,,
658,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
659,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
659,Dominion,ImageCast Central/ICC,0,,-1,,,,,
659,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
660,Dominion,ImageCast X/ICX BMD,19,,-1,,,,,
660,Dominion,ImageCast Central/ICC,1,,-1,,,,,
660,Dominion,ImageCast Precinct/ICP,3,,-1,,,,,
661,Dominion,ImageCast X/ICX BMD,0,,-1,,,,,
661,Dominion,ImageCast Central/ICC,0,,-1,,,,,
661,Dominion,ImageCast Precinct/ICP,0,,-1,,,,,
662,Dominion,ImageCast X/ICX BMD,34,,-1,,,,,
662,Dominion,ImageCast Central/ICC,1,,-1,,,,,
662,Dominion,ImageCast Precinct/ICP,5,,-1,,,,,
663,Dominion,ImageCast X/ICX BMD,27,,-1,,,,,
663,Dominion,ImageCast Central/ICC,1,,-1,,,,,
663,Dominion,ImageCast Precinct/ICP,6,,-1,,,,,
664,Dominion,ImageCast X/ICX BMD,92,,-1,,,,,
664,Dominion,ImageCast Central/ICC,1,,-1,,,,,
664,Dominion,ImageCast Precinct/ICP,14,,-1,,,,,
665,Dominion,ImageCast X/ICX BMD,58,,-1,,,,,
